id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
309,Visit the Skechers Store,Lace-Up,B07VN28HYG,Product Dimensions: \n25.4 x 38.1 x 15.24 cm; 500 Grams\n\n\nDate First Available: \n31 July 2019\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB07VR8MKTP\n\n\nItem model number: \n136070\n\n\nDepartment: \nWomen,0.75 inches,Flat,Textile,Skechers Women's Go Walk Lite Textile Trainers,Synthetic,38.52,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
310,Visit the Tommy Hilfiger Store,Lace-Up,B07DJJMHHH,Package Dimensions: \n34.39 x 21.19 x 12.6 cm; 600 Grams\n\n\nDate First Available: \n31 Jan. 2017\n\n\nManufacturer: \nTommy Hilfiger\n\n\nASIN: \nB01MSRP6U9\n\n\nItem model number: \nFM0FM00318\n\n\nDepartment: \nMen,2.2 centimetres,Block,Leather,Tommy Hilfiger Men's Essential Leather Lace Up Derby,Leather,102.49,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
311,Woody,Buckle,B08KRY9WY3,Package Dimensions: \n30.5 x 20.7 x 14.1 cm; 1.16 Kilograms\n\n\nDate First Available: \n6 Oct. 2020\n\n\nManufacturer: \nwoody\n\n\nASIN: \nB08KRVWPPS\n\n\nItem model number: \n6911\n\n\nDepartment: \nMen,4 centimetres,Flat,Leather,Woody Men's Lukas Clog,Nubuck Leather,85.9,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
312,Lloyd,Lace-Up,B0115PBH2I,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n36.4 x 19.6 x 12.4 cm; 1.08 Kilograms\n\n\nDate First Available: \n1 Dec. 2015\n\n\nManufacturer: \nLloyd\n\n\nASIN: \nB0115PBH2I\n\n\nItem model number: \n25-850-0\n\n\nCountry of origin: \,2 centimetres,Block,Leather,"Lloyd Men's Kajak Derbys, Black 0, 7.5 UK",Leather,92.24,Extra Weit,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
313,adidas Originals,Lace-Up,B01HP88I7G,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n20.32 x 12.7 x 10.16 cm; 328.85 Grams\n\n\nDate First Available: \n27 April 2016\n\n\nManufacturer: \nADIMY\n\n\nASIN: \nB00R5A54YK\n\n\nItem model number: \nCQ0676\n\n\nDepartment: \nUnisex,6 inches,No Heel,Textile,adidas Originals Superstar Sneaker,Leather,41.27,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
314,Visit the Pikolinos Store,Lace-Up,B08HS2QGJK,Package Dimensions: \n43.18 x 38 x 32 cm; 1.09 Grams\n\n\nDate First Available: \n10 Sept. 2020\n\n\nManufacturer: \nPIKOLINOS\n\n\nASIN: \nB08HS2YB9C\n\n\nItem model number: \nTERUEL W3T-6559 BRANDY\n\n\nDepartment: \nWomen,6 centimetres,Wedge,Leather,Pikolinos Leather Sneakers TERUEL W3T,100% CALFSKIN LEATHER,43.92,Moyen,100% SYNTHETIC,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
315,Buffalo,Lace-Up,B08DP59LRF,Date First Available: \n2 Oct. 2021\n\n\nManufacturer: \nBuffalo\n\n\nASIN: \nB09HP3CHFY\n\n\nDepartment: \nWomen,5 centimetres,Platform,Manmade,Buffalo Women's Rse V2 Sneaker,Synthetic,79.93,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
316,Visit the ZPAWDH Store,Lace-Up,B08L85RFQ5,Package Dimensions: \n28.2 x 21.2 x 10 cm; 610 Grams\n\n\nDate First Available: \n13 Oct. 2020\n\n\nASIN: \nB08L5QS18D\n\n\nDepartment: \nWomen,3 centimetres,Low,"The interior of the synthetic fabric sneaker is made of a knitted fabric and used as a lining. Lightweight and soft, it fits on both feet and relieves foot pressure. The vents on the knit fabric keep you dry after a long workout.",ZPAWDH Women's Men's Trainers Sports Outdoor Running Shoes Lightweight Walking Sneakers,"Mesh，Made from double-knit fabric for a light, breathable, comfortable feel that keeps your feet dry and cool.",25.99,Normal,"Anti-slip sole, arched support, good elasticity and wear resistance, comfortable, unique, durable, safe, ecological material, make you feel comfortable, comfortable to wear and play, to provide you with the best support.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
317,Andouy,Pull On,B07XG1957N,Date First Available: \n4 Sept. 2019\n\n\nASIN: \nB07XG1957N\n\n\nManufacturer reference: \nAndouy-123\n\n\nDepartment: \nWomen,3 centimetres,Flat,Manmade,Andouy Women's Peas Shoes Summer Flat-Bottomed Casual Single Shoes,Synthetic,12.9,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
318,bugatti,Lace-Up,B07GX2JM8D,Package Dimensions: \n30.5 x 24.5 x 3.2 cm; 380 Grams\n\n\nDate First Available: \n10 Aug. 2020\n\n\nManufacturer: \nbugatti\n\n\nASIN: \nB08FJD6W3H\n\n\nItem model number: \n341658016900\n\n\nDepartment: \nMen,4.5 centimetres,Flat,Manmade,bugatti Men's 341658016900 Sneaker,Synthetic,25.11,Medium,ethylene-vinyl acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
319,Visit the Crocs Store,Pull On,B07CMZNWDX,Product Dimensions: \n1 x 1 x 1 cm; 449.06 Grams\n\n\nDate First Available: \n7 Jan. 2019\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB07CMZQ9MR\n\n\nItem model number: \n205669\n\n\nDepartment: \nUnisex,1 centimetres,No Heel,Unlined,Crocs Unisex's Bistro Pro Literide Work Men and Women with Innovative Comfort,Rubber,34.99,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
320,Visit the Merrell Store,Lace-Up,B07DYLGMXY,Package Dimensions: \n31.24 x 19.81 x 12.19 cm; 255.15 Grams\n\n\nDate First Available: \n5 Dec. 2018\n\n\nManufacturer: \nMerrell\n\n\nASIN: \nB07DYNCLCY\n\n\nItem model number: \nJ97631\n\n\nDepartment: \nMen,4 centimetres,Flat,Textile,Merrell Men's Range Ac+ Trainers,Synthetic,58.93,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
321,P&L,laces,B089LV2H1Q,Package Dimensions: \n28.6 x 12.2 x 10.2 cm; 660 Grams\n\n\nDate First Available: \n27 Aug. 2020\n\n\nASIN: \nB089LXNHHC\n\n\nDepartment: \nWomen,2 centimetres,Flat with,Textile,P&L Women's White Black Rubber Toe Canvas Shoes White Black,Canvas,15.79,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
322,Visit the find. Store,Pull-On,B07TGKFMWK,Package Dimensions: \n39 x 24.6 x 13 cm; 1.27 Kilograms\n\n\nDate First Available: \n27 Jan. 2020\n\n\nManufacturer: \nFIND\n\n\nASIN: \nB07TGKFX7T\n\n\nItem model number: \nArbor\n\n\nDepartment: \nMen,2.5 centimetres,Flat,Manmade,"find. Arbor, Men's Chelsea Boots",Leather,18.87,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
323,Love Moschino,Buckle,B08H8R1QGK,Package Dimensions: \n30.8 x 17.5 x 11.4 cm; 950 Grams\n\n\nDate First Available: \n2 Sept. 2020\n\n\nManufacturer: \nPollini S.p.A\n\n\nASIN: \nB08H8Q87JQ\n\n\nItem model number: \nJA15363G0CJJ0010\n\n\nDepartment: \nWomen,3 centimetres,Flat,Cotton,Love Moschino Women's Sneakers Recycle Gymnastics Shoe,Polyester,22.47,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
324,Marco Tozzi,Lace-Up,B07S9F95D4,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.2 x 21.2 x 11.6 cm; 680 Grams\n\n\nDate First Available: \n25 May 2019\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB07SCNCQRB\n\n\nItem model number: \n2-2-23739-34\n\n\nDepartment: \nWomen,5 centimetres,Flat,Textile,MARCO TOZZI Women's 2-2-23739-34 Low-Top Sneakers,Canvas,12.56,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
325,Visit the Vans Store,laces,B01MYOD6IW,Package Dimensions: \n27.43 x 12.95 x 11.18 cm; 612 Grams\n\n\nDate First Available: \n8 Sept. 2018\n\n\nManufacturer: \nVans\n\n\nASIN: \nB07BN1W7F5\n\n\nItem model number: \nVA38J9\n\n\nDepartment: \nBoy,1 centimetres,Flat,Textile,Vans Unisex Kids’ Ward Canvas Low-Top Trainers,Leather,25.25,Medium,rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
326,Jana,Lace-Up,B08PVJXBTS,Package Dimensions: \n31.1 x 21.2 x 10.9 cm; 790 Grams\n\n\nDate First Available: \n7 Dec. 2020\n\n\nManufacturer: \nJana\n\n\nASIN: \nB08PVJXBTS\n\n\nItem model number: \n8-8-23607-27\n\n\nDepartment: \nWomen,3.2 centimetres,Flat,Mix of leather and textile,"Jana Women's 8-8-23607-27 707 Sneaker, Khaki, 9 UK",Leather,60.5,Weit,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
327,VOCNTVY,Lace-Up,B092TG6FT2,Package Dimensions: \n31.7 x 19.5 x 11.8 cm; 300 Grams\n\n\nDate First Available: \n18 April 2021\n\n\nASIN: \nB092TJBC1R\n\n\nDepartment: \nWomen,3 centimetres,Flat,Mesh,VOCNTVY Womens Trainers Memory Foam Arch Support Lightweight Mesh Running Sneakers,Synthetic,25.88,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
328,HÖGL,Lace-Up,B07VFWV1TV,Package Dimensions: \n29.6 x 22.6 x 10 cm; 980 Grams\n\n\nDate First Available: \n21 July 2019\n\n\nManufacturer: \nHögl\n\n\nASIN: \nB07VFWV1TV\n\n\nItem model number: \n9-102311-0100\n\n\nDepartment: \nWomen,25 millimetres,Flat,Leather,"HÖGL Women's Athletic Sneaker, Salvia, 5 UK",Leather,133.21,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
329,bugatti,Slipper,B08FJDWGY4,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.2 x 20.8 x 13 cm; 740 Grams\n\n\nDate First Available: \n10 Aug. 2020\n\n\nManufacturer: \nbugatti\n\n\nASIN: \nB08FJDG36D\n\n\nItem model number: \n321924636900\n\n\nDepartment: \nMen,1 centimetres,Flat,Manmade,bugatti Men's 321924636900 Sneaker,Synthetic,26.52,Medium,synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
330,Visit the Skechers Store,Lace-Up,B082N498GR,Product Dimensions: \n31.2 x 13 x 13 cm; 140 Grams\n\n\nDate First Available: \n11 Dec. 2019\n\n\nManufacturer: \nSkechers USA Ltd\n\n\nASIN: \nB082N4HKGV\n\n\nItem model number: \n204294 CHOC\n\n\nDepartment: \nMen,1 inches,Flat,Synthetic,Skechers Men's Riglen Loafer,Leather,32.31,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
331,Visit the Merrell Store,Pull On,B01N1SR9JW,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n33 x 20.6 x 12.2 cm; 340.19 Grams\n\n\nDate First Available: \n1 Jun. 2017\n\n\nManufacturer: \nMerrell Footwear\n\n\nASIN: \nB01NCM8V21\n\n\nItem model number: \nJ91833\n\n\nDepartment: \nMen,4 centimetres,Flat,Textile,"Merrell Men's Hiking Shoe, US",Nubuck Leather,78.56,Medium mens_us,Vibram,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
332,Birkenstock,Slip On,B003AQCJ1O,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n25 x 10 x 15 cm; 453.59 Grams\n\n\nDate First Available: \n20 Feb. 2008\n\n\nManufacturer: \nBirkenstock\n\n\nASIN: \nB000QDZVC8\n\n\nItem model number: \n34731\n\n\nDepartment: \nWomen,1 centimetres,Block,Leather,Birkenstock Women's Milano Sandals,Synthetic,54.31,Medium,Manmade,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
333,Visit the adidas Store,Lace-Up,B07LGFSXH7,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 560 Grams\n\n\nDate First Available: \n29 Aug. 2008\n\n\nManufacturer: \nAdidas\n\n\nASIN: \nB07DP7JGV7\n\n\nItem model number: \nB28129\n\n\nDepartment: \nWomen,10 millimetres,No Heel,Textile,adidas Women's Falcon W Fitness Shoes,Rubber,59.15,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
334,Werner Kern,Button,B01MUAWOHR,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n29.4 x 16.4 x 10 cm; 800 Grams\n\n\nDate First Available: \n17 Jan. 2017\n\n\nManufacturer: \nWerner Kern\n\n\nASIN: \nB01N114YDM\n\n\nItem model number: \nFrancis 5.5_SB\n\n\nDepartment: \nWomen,5.5 centimetres,Fkared,Leather,Werner Kern Ladies Dance Shoes Francis - Black Suede - 5.5 cm,Suede Leather,109.83,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
335,Visit the Hotter Store,Lace-Up,B08R7NJDVZ,Package Dimensions: \n31 x 17.6 x 10.8 cm; 730 Grams\n\n\nDate First Available: \n6 Jan. 2021\n\n\nManufacturer: \nHotter\n\n\nASIN: \nB08S7PQ2D6\n\n\nItem model number: \nGRAVYS\n\n\nDepartment: \nWomen,3 centimetres,Flat,Synthetic,Hotter Women's Gravity II Lace Up Trainers,Leather,28.25,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
336,Gringos,Pull-On,B003MWE5T0,Package Dimensions: \n35 x 25 x 12 cm; 1 Kilograms\n\n\nDate First Available: \n6 April 2011\n\n\nManufacturer: \nGringos\n\n\nASIN: \nB004VBORSA\n\n\nItem model number: \nchild-30640\n\n\nDepartment: \nMen,1 centimetres,Block,Textile,Gringos JONES Leather Ankle Cowboy Boots Distressed Black,Leather,40.94,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
337,ASICS,Lace-Up,B08VNYLZKG,"Package Dimensions: \n31.8 x 22.8 x 12.2 cm; 820 Grams\n\n\nDate First Available: \n1 Jun. 2020\n\n\nManufacturer: \nAsics\n\n\nASIN: \nB089GKVLVH\n\n\nItem model number: \n1021A337-001_40,5\n\n\nDepartment: \nMen",29 millimetres,Flat,"Synthetic, textile",ASICS Men's Gel-Quantum 360 6 Running Shoe,"Synthetic, textile",98.98,Schmal,"Synthetic, textile",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
338,Visit the adidas Store,Lace-Up,B078BQBXWQ,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n27.6 x 17 x 10.4 cm; 498.95 Grams\n\n\nDate First Available: \n13 Mar. 2015\n\n\nManufacturer: \nAdidas\n\n\nASIN: \nB00NNNX9CC\n\n\nItem model number: \nM21294\n\n\nDepartment: \nUnisex Kid,3 centimetres,Flat,Textile,adidas Boy's Unisex Kids Zx Flux Fitness Shoes Child,Synthetic,31.72,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
339,Visit the New Balance Store,Buckle,B0815ZR352,Package Dimensions: \n32 x 20.19 x 11.4 cm; 748 Grams\n\n\nDate First Available: \n7 Nov. 2019\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB0815ZR352\n\n\nItem model number: \nWL996WD\n\n\nDepartment: \nWomen,2.5 centimetres,No Heel,Canvas,New Balance Women's Wl996ws Sneaker,Canvas,113.96,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
340,Visit the Aigle Store,Lace-Up,B07RG73SVY,Package Dimensions: \n36 x 30.4 x 12.2 cm; 1.44 Kilograms\n\n\nDate First Available: \n5 May 2019\n\n\nManufacturer: \nAigle\n\n\nASIN: \nB07RG73SVY\n\n\nItem model number: \nT2265\n\n\nDepartment: \nMen,1.5 centimetres,Flat,Manmade,Aigle Men's Diserre Hunting Shoes,Leather,112.04,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
341,Visit the Crocs Store,Pull On,B01J6T9XVW,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n23 x 11 x 8 cm; 380 Grams\n\n\nDate First Available: \n20 Jan. 2017\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB01J6T9XVW\n\n\nItem model number: \n204094\n\n\nDepartment: \nUnisex Kids,1.6 centimetres,Flat,Manmade,Crocs Unisex Kid's Coast Clog K,Synthetic,15.03,Medium toddler_us,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
342,Rieker,Lace-Up,B07XLP1DCR,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n34.49 x 20.6 x 12.29 cm; 900 Grams\n\n\nDate First Available: \n14 Sept. 2019\n\n\nManufacturer: \nRieker\n\n\nASIN: \nB07XV1BVJH\n\n\nItem model number: \nB6030\n\n\nDepartment: \nMen,2.7 centimetres,Flat,Manmade,"Rieker Men's Frühjahr/Sommer B6030 Low-Top Sneakers, 6.5 UK",Leather,34.32,Schmal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
343,Visit the Pikolinos Store,Lace-Up,B083VWQT2Z,Package Dimensions: \n35.5 x 20.7 x 12.7 cm; 930 Grams\n\n\nDate First Available: \n15 Jan. 2020\n\n\nManufacturer: \nPIKOLINOS\n\n\nASIN: \nB083VWQT2Z\n\n\nItem model number: \nSELLA W6Z-6868C1 NATA\n\n\nDepartment: \nWomen,4.3 centimetres,Wedge,Leather,Pikolinos Leather Sneakers Sella W6Z,100% CALFSKIN LEATHER,42.71,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
344,Marco Tozzi,Schnellschnürung,B084CM3NLJ,Package Dimensions: \n31 x 21.2 x 11.6 cm; 840 Grams\n\n\nDate First Available: \n1 Feb. 2020\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB084CM4V8V\n\n\nItem model number: \n2-2-23734-25\n\n\nDepartment: \nWomen,5 centimetres,no paragraph,Textile,MARCO TOZZI Women's 2-2-23734-25 Sneaker,Material mix of textile and synthetic,16.26,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
345,Semler,Lace-Up,B091DZCN8N,Date First Available: \n31 Mar. 2021\n\n\nManufacturer: \nSemler\n\n\nASIN: \nB091FXTB87\n\n\nItem model number: \nR5303_695_189\n\n\nDepartment: \nWomen,1.5 centimetres,No Heel,Leather,Semler Women's Rosa-H Sneaker,Patent Leather,172.72,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
346,FLY HAWK,Slip On,B089Q8PXLC,Package Dimensions: \n32.2 x 12.2 x 6 cm; 10 Grams\n\n\nDate First Available: \n3 Jun. 2020\n\n\nASIN: \nB089PTDBXH\n\n\nDepartment: \nUnisex,1 centimetres,Flat,3/4 UK = EU 36/37 (Heel to toe 240mm) 5/5.5 UK = EU 38/39 (Heel to toe 250mm) 6/6.5 UK = EU 40/41 (Heel to toe 260mm) 7/7.5 UK = EU 42/43 (Heel to toe 270mm) 8/8.5 UK = EU 44/45 (Heel to toe 280mm),"Slippers for Men and Women Non-Slip, Shower Slippers Unisex Quick Drying Bahroom Indoor Rubber Sandals Adults Shoes Flip Flop Open Toe House Slippers for Beach Pool",Synthetic,14.99,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
347,Blundstone,Lace-Up,B00UKCJAW2,Date First Available: \n19 Aug. 2015\n\n\nManufacturer: \nBlundstone\n\n\nASIN: \nB07SQJ577V\n\n\nItem model number: \nLace-up Original Series\n\n\nDepartment: \nMen,0.5 centimetres,Flat,Textile,Blundstone Men's Classic Lace Up Nubuck 1450 Ankle Boots,Leather,136.23,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
348,Visit the Under Armour Store,Lace-Up,B07PYYSDTW,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n12.7 x 12.7 x 1.78 cm; 243.81 Grams\n\n\nDate First Available: \n25 May 2019\n\n\nManufacturer: \nUnder Armour\n\n\nASIN: \nB07Q249HFN\n\n\nItem model number: \n3022594\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Under Armour Men's Charged Pursuit 2 Running Shoe,Synthetic,35,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
349,Converse,Lace-Up,B06XJGQRSB,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n29.2 x 16.5 x 11.2 cm; 953 Grams\n\n\nDate First Available: \n27 Aug. 2017\n\n\nManufacturer: \nConverse\n\n\nASIN: \nB074DL1WDK\n\n\nItem model number: \n559047C\n\n\nDepartment: \nWomen,3.5 centimetres,Wedge,Manmade,CTAS Platform Distressed Ox Women's Shoes Grey Sequins,Synthetic,79.26,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
350,Visit the New Balance Store,Hook & Loop,B086TDV8FQ,Package Dimensions: \n60 x 40 x 30 cm; 9.07 Kilograms\n\n\nDate First Available: \n6 April 2020\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB086TDV8BC\n\n\nItem model number: \nIV500TPP\n\n\nDepartment: \nBaby Girls,1 centimetres,Flat,Synthetic,"New Balance Unisex Kids 500 Sneaker, EU",Synthetic,20.67,Wide,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
351,Rohde,Lace-Up,B08FF2DBRL,"Date First Available: \n7 Aug. 2020\n\n\nManufacturer: \nRohde, Rohde Shoes, Rohde Schuhe, Rohde Shoes GmbH\n\n\nASIN: \nB08FFHXSLW\n\n\nItem model number: \n1142\n\n\nDepartment: \nWomen",3.5 centimetres,Flat,Textile,Rohde Women's Modena Sneaker,Linen Fabric,39.08,Medium,Polyvinyl Chloride,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
352,Visit the Clarks Store,Hook & Loop,B07TMX4WZN,Package Dimensions: \n28.4 x 18.8 x 11.6 cm; 500 Grams\n\n\nDate First Available: \n6 Feb. 2020\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB07TMRK9WX\n\n\nItem model number: \n261478234\n\n\nDepartment: \nWomen,3.5 centimetres,Flat,Leather,Clarks Women's Tri Sporty Sling Back Sandals,Synthetic,18.61,Medium,rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
353,Town & Country Wellingtons,Pull-On,B08274P9CG,Package Dimensions: \n55 x 41 x 10 cm; 2 Kilograms\n\n\nDate First Available: \n1 Dec. 2019\n\n\nASIN: \nB08274P396\n\n\nDepartment: \nWomen,3 centimetres,Flat,Neoprene,Unisex Neoprene Rubber Wellington Muck Boots Ladies Mens Green with Insulation - All Seasons,Rubber,37.72,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
354,Visit the Freed of London Store,Buckle,B08JWDSYQ5,Package Dimensions: \n29 x 16.3 x 9.3 cm; 600 Grams\n\n\nDate First Available: \n23 Sept. 2020\n\n\nManufacturer: \nFreed of London\n\n\nASIN: \nB08JWDSYQ5\n\n\nItem model number: \nCITRINE\n\n\nCountry of origin: \nUnited Kingdom\n\n\nDepartment: \nWomen,2 inches,Flare,Synthetic,"Freed of London Women's Citrine Dance Shoe, Gold, 6 UK",Synthetic,38.54,Wide,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
355,Visit the ara Store,Lace-Up,B08KH81LWN,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n32.2 x 19.8 x 11.1 cm; 750 Grams\n\n\nDate First Available: \n1 Oct. 2020\n\n\nManufacturer: \nara Shoes\n\n\nASIN: \nB08KHLFDMW\n\n\nItem model number: \n1234587\n\n\nDepartment: \nWomen,1.2 centimetres,Flat,Textile,ARA Women's Osaka Sneaker,Smooth Leather,32.77,Wide,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
356,Visit the Tamaris Store,Pull On,B07W21X921,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.6 x 19.6 x 11 cm; 200 Grams\n\n\nDate First Available: \n2 Aug. 2019\n\n\nManufacturer: \nTamaris\n\n\nASIN: \nB07W21X921\n\n\nItem model number: \n1-1-23602-24\n\n\nDepartment: \nWomen,3 centimetres,Flat,Textile,Tamaris Women's 1-1-23602-24 Low-Top Sneakers,Fabric,19.64,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
357,Visit the New Balance Store,Lace-Up,B07BL2PZM2,Product Dimensions: \n60 x 40 x 30 cm; 100 Grams\n\n\nDate First Available: \n6 April 2020\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB086TFXRW9\n\n\nItem model number: \nW680RP6\n\n\nDepartment: \nWomen,1.25 inches,Flat,Synthetic,New Balance Women's 680v6 Cushioning Running Shoe,Synthetic,34.99,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
